,City,Country,Province,ID,POIID,distance
11645,Calgary,CA,AB,5060122,POI1,278463.6411247995
11646,Ajax,CA,ON,5063291,POI3,471842.5829336672
11647,Montréal,CA,QC,5063503,POI3,11242.983482602764
11648,Saint-Laurent,CA,QC,5068903,POI3,9462.858969096713
11649,Oxford Junction,CA,NS,5081177,POI4,64562.06269734341
11650,Etobicoke,CA,ON,5089585,POI3,514983.26253160834
11651,Grimsby,CA,ON,5090685,POI3,542970.2047920946
11652,Toronto,CA,ON,5149143,POI3,503968.9777456062
11653,Leduc,CA,AB,5152325,POI1,31373.21467529517
11654,Richmond Hill,CA,ON,5153812,POI3,499187.0132853012
11655,Saint-Eustache,CA,QC,5155080,POI3,27498.58358218466
11656,Mississauga,CA,ON,5160724,POI3,527190.6676447312
11657,Mississauga,CA,ON,5164945,POI3,535377.5862489444
11658,Calgary,CA,AB,5181201,POI1,272074.4469756266
11659,Newmarket,CA,ON,5203240,POI3,492533.3200844091
11660,Kelowna,CA,BC,5217218,POI1,578834.744802407
11661,Calgary,CA,AB,5220291,POI1,281068.2101016563
11662,Montreal,CA,QC,5227634,POI3,15658.667744762986
11663,Timmins,CA,ON,5237517,POI3,674260.1670429714
11664,Edmonton,CA,AB,5246326,POI1,8963.299024217404
11665,Edmonton,CA,AB,5263585,POI1,10899.097964382274
11666,Toronto,CA,ON,5274678,POI3,503727.5302843575
11667,Toronto,CA,ON,5286012,POI3,507174.9434252782
11668,Red Deer,CA,AB,5291077,POI1,143940.1668960184
11669,Calgary,CA,AB,5292681,POI1,279464.90023715154
11670,Richmond Hill,CA,ON,5298749,POI3,495727.55826471647
11671,Burlington,CA,ON,5312042,POI3,546209.7738359557
11672,Surrey,CA,BC,5313789,POI1,814725.0737834628
11673,Montréal,CA,QC,5327163,POI3,7426.10759464415
11674,Mississauga,CA,ON,5335383,POI3,528933.7177796273
11675,Edmonton,CA,AB,5358249,POI1,9654.680122260104
11676,Calgary,CA,AB,5361481,POI1,290326.4813685335
11677,Toronto,CA,ON,5416532,POI3,508482.7813631094
11678,Saskatoon,CA,SK,5420393,POI1,485826.6582262077
11679,Lindsay,CA,ON,5426240,POI3,427282.7396044302
11680,Ottawa,CA,ON,5439127,POI3,166453.20660999714
11681,Calgary,CA,AB,5448309,POI1,280289.8631432109
11682,Mississauga,CA,ON,5448589,POI3,526830.8293012817
11683,Brampton,CA,ON,5467127,POI3,519484.74056660855
11684,Toronto,CA,ON,5492695,POI3,505728.2087703003
11685,Burlington,CA,ON,5493026,POI3,546209.7738359557
11686,Mississauga,CA,ON,5493084,POI3,533364.6086669115
11687,Kitchener,CA,ON,5497286,POI3,594709.544718911
11688,Vancouver,CA,BC,5503663,POI1,818312.1621677874
11689,Red Deer,CA,AB,5504061,POI1,141457.2022947378
11690,Laval,CA,QC,5533666,POI3,13914.94738820015
11691,Winnipeg,CA,MB,5549244,POI1,1188581.2508390357
11692,Edmonton,CA,AB,5565922,POI1,15845.827706084827
11693,Vancouver,CA,BC,5571371,POI1,819143.0396746973
11694,Thornhill,CA,ON,5578320,POI3,497957.30177657725
11695,Calgary,CA,AB,5599842,POI1,283455.4779584336
11696,Calgary,CA,AB,5606412,POI1,274657.54078850354
11697,Regina,CA,SK,5609146,POI1,693654.0679730166
11698,Toronto,CA,ON,5614255,POI3,503727.5302843575
11699,Calgary,CA,AB,4530503,POI1,298385.48410589225
11700,Toronto,CA,ON,4541681,POI3,497629.8766489572
11701,Barrie,CA,ON,4570840,POI3,502645.50163232646
11702,Etobicoke,CA,ON,4584523,POI3,516356.0714022458
11703,Calgary,CA,AB,4585127,POI1,267212.381005466
11704,Calgary,CA,AB,4606050,POI1,280764.47712461534
11705,Edmonton,CA,AB,4610232,POI1,10030.677852871875
11706,Sherwood Park,CA,AB,4611221,POI1,10477.440539610334
11707,Edmonton,CA,AB,4616176,POI1,12311.766171755551
11708,Kitchener,CA,ON,4632343,POI3,598130.400497422
11709,Saint-Constant,CA,QC,4650157,POI3,17216.202015318653
11710,Scarborough,CA,ON,4652894,POI3,482097.12616653263
11711,Toronto,CA,ON,4698935,POI3,504529.8918508993
11712,Brantford,CA,ON,4701551,POI3,591560.3298000072
11713,Calgary,CA,AB,4704244,POI1,279673.63029724156
11714,Calgary,CA,AB,4713946,POI1,275905.3959119666
11715,Oakville,CA,ON,4754733,POI3,536138.537986898
11716,Cobourg,CA,ON,4756916,POI3,402736.32406473
11717,York,CA,ON,4760910,POI3,510313.9508964566
11718,Winnipeg,CA,MB,4777469,POI1,1193325.916051352
11719,Toronto,CA,ON,4785040,POI3,504464.46273194544
11720,Toronto,CA,ON,4793093,POI3,505001.9699910454
11721,Richmond Hill,CA,ON,4798020,POI3,499232.65550499456
11722,Calgary,CA,AB,4802006,POI1,303940.3478361274
11723,Calgary,CA,AB,4803329,POI1,295566.92217147857
11724,Edmonton,CA,AB,4817471,POI1,5397.256992292876
11725,Sherwood Park,CA,AB,4822603,POI1,13414.178429574773
11726,Edmonton,CA,AB,4827601,POI1,13635.744880716997
11727,Coquitlam,CA,BC,4837361,POI1,807560.7743198804
11728,Barrie,CA,ON,4859025,POI3,502645.50163232646
11729,Brampton,CA,ON,4864674,POI3,530973.4514060568
11730,Montréal,CA,QC,4879726,POI3,6281.078882311884
11731,Toronto,CA,ON,4881054,POI3,507174.9434252782
11732,Sherwood Park,CA,AB,4902059,POI1,11300.420736064656
11733,Nevis,CA,AB,4905212,POI1,160103.98498892138
11734,Spruce Grove,CA,AB,4913086,POI1,28645.19977401649
11735,Richmond Hill,CA,ON,4915420,POI3,499187.0132853012
11736,Calgary,CA,AB,4929476,POI1,284478.3244885956
11737,Mississauga,CA,ON,4946012,POI3,528504.6202081767
11738,Montréal,CA,QC,4976523,POI3,7975.954036993636
11739,Calgary,CA,AB,4985928,POI1,268162.3851783933
11740,Saint Albert,CA,AB,4993200,POI1,13839.590327299904
11741,Kingston,CA,ON,5016685,POI3,271225.0893398857
11742,Edmonton,CA,AB,5042440,POI1,5344.608682445862
11743,New Westminster,CA,BC,5054549,POI1,812327.7860409031
11744,Milton,CA,ON,5054699,POI3,547877.2685732964
11745,Calgary,CA,AB,5084638,POI1,275792.00180058077
11746,Montréal,CA,QC,5084891,POI3,6645.409669679542
11747,Windsor,CA,ON,5091068,POI3,839351.1438226353
11748,Bewdley,CA,ON,5100517,POI3,407738.60618221783
11749,Woodbridge,CA,ON,5110835,POI3,509018.543355662
11750,Calgary,CA,AB,5144123,POI1,270645.1775044454
11751,Montreal,CA,QC,5156567,POI3,15658.667744762986
11752,Edmonton,CA,AB,5161148,POI1,6821.717034081239
11753,Saint Catharines,CA,ON,5161667,POI3,522019.302021386
11754,Toronto,CA,ON,5187388,POI3,507174.9434252782
11755,Barrie,CA,ON,5201162,POI3,502645.50163232646
11756,Ottawa,CA,ON,5212602,POI3,166809.7899629101
11757,Edmonton,CA,AB,5216675,POI1,1673.0760779587617
11758,Toronto,CA,ON,5232843,POI3,507925.9118333028
11759,Calgary,CA,AB,5237846,POI1,292836.04968100553
11760,Mississauga,CA,ON,5255365,POI3,529966.9893106163
11761,Burnaby,CA,BC,5259414,POI1,814680.3769312486
11762,Toronto,CA,ON,5267045,POI3,503727.5302843575
11763,Shellbrook,CA,SK,5274262,POI1,470950.82258982304
11764,Saint-Bruno,CA,QC,5279020,POI3,20160.72692280903
11765,Richmond Hill,CA,ON,5285381,POI3,499387.9288623391
11766,Burnaby,CA,BC,5295908,POI1,817608.8429826836
11767,Thornhill,CA,ON,5299468,POI3,496349.22110135347
11768,Vegreville,CA,AB,5323246,POI1,12158.5164289777
11769,Québec,CA,QC,5323438,POI3,240340.59999919985
11770,Calgary,CA,AB,5334018,POI1,280643.7484188141
11771,Edmonton,CA,AB,5342131,POI1,2455.496666817256
11772,Moncton,CA,NB,5348944,POI4,153205.609977907
11773,Calgary,CA,AB,5353188,POI1,290326.4813685335
11774,Montréal,CA,QC,5354336,POI3,2858.8605058859753
11775,Brampton,CA,ON,5362184,POI3,530973.4514060568
11776,Ottawa,CA,ON,5362490,POI3,165180.8953015325
11777,York,CA,ON,5378381,POI3,510650.4337028577
11778,Fredericton,CA,NB,5381768,POI4,278363.22280052386
11779,Saint-Laurent,CA,QC,5393155,POI3,11923.472281474265
11780,Calgary,CA,AB,5403579,POI1,292004.37013830314
11781,Ottawa,CA,ON,5416104,POI3,168004.61423561472
11782,Halifax,CA,NS,5423995,POI4,63586.330839293696
11783,Oshawa,CA,ON,5428437,POI3,454928.8108273093
11784,York,CA,ON,5435471,POI3,507336.1938530725
11785,Richmond Hill,CA,ON,5436130,POI3,499187.0132853012
11786,Kitchener,CA,ON,5436612,POI3,597378.7433319631
11787,Calgary,CA,AB,5441718,POI1,276851.6499639192
11788,Sherwood Park,CA,AB,5450301,POI1,13317.777273404281
11789,Scarborough,CA,ON,5464262,POI3,487229.7700105102
11790,Toronto,CA,ON,5466327,POI3,515571.300061879
11791,Woodbridge,CA,ON,5483413,POI3,513557.3437005724
11792,Wasaga Beach,CA,ON,5485661,POI3,526693.4497932489
11793,White Rock,CA,BC,5496392,POI1,819155.9987246506
11794,Spruce Grove,CA,AB,5510469,POI1,22095.066473225517
11795,Calgary,CA,AB,5518063,POI1,267310.14063979866
11796,Calgary,CA,AB,5518585,POI1,282573.7306154909
11797,Halifax,CA,NS,5528633,POI4,70597.65451888512
11798,Toronto,CA,ON,5538777,POI3,505622.6237891154
11799,Thornhill,CA,ON,5571318,POI3,496349.22110135347
11800,Courtice,CA,ON,5596994,POI3,452064.57090289815
11801,Ottawa,CA,ON,5597388,POI3,170830.1069921832
11802,Etobicoke,CA,ON,5613400,POI3,513967.9547546894
11803,London,CA,ON,5614689,POI3,674211.2278398045
11804,Cambridge,CA,ON,4524714,POI3,565887.0038921572
11805,Pierrefonds,CA,QC,4534410,POI3,28561.194448160637
11806,Toronto,CA,ON,4535534,POI3,507174.9434252782
11807,Windsor,CA,ON,4548318,POI3,830301.8286332301
11808,Thunder Bay,CA,ON,4568655,POI3,1230597.645811437
11809,Renfrew,CA,ON,4574298,POI3,243132.73957286222
11810,Edmonton,CA,AB,4583874,POI1,7628.0072490087605
11811,Sherwood Park,CA,AB,4599787,POI1,10477.440539610334
11812,Milton,CA,ON,4614987,POI3,548024.548521941
11813,Fort Saskatchewan,CA,AB,4622938,POI1,24527.58674845283
11814,Newmarket,CA,ON,4637235,POI3,494323.4320347607
11815,Edmonton,CA,AB,4640924,POI1,9144.498660083655
11816,North York,CA,ON,4644625,POI3,505711.33767783374
11817,Kingston,CA,ON,4658973,POI3,275722.8082277528
11818,Thunder Bay,CA,ON,4659203,POI3,1228576.2695462904
11819,Oshawa,CA,ON,4665340,POI3,452193.9326075603
11820,Spruce Grove,CA,AB,4666597,POI1,26169.692658239743
11821,Edmonton,CA,AB,4674472,POI1,9806.053114833332
11822,Scarborough,CA,ON,4801708,POI3,494459.7688000776
11823,Montréal,CA,QC,4804745,POI3,1303.5879433526711
11824,Edmonton,CA,AB,4825034,POI1,6950.404756471404
11825,Toronto,CA,ON,4843274,POI3,499586.73714355717
11826,Sherwood Park,CA,AB,4875771,POI1,13414.178429574773
11827,Cypress Hills Park,CA,SK,4895265,POI1,487671.5386546359
11828,Edmonton,CA,AB,4926455,POI1,5318.771959370882
11829,Saskatoon,CA,SK,4930613,POI1,480734.4500350777
11830,Edmonton,CA,AB,4932803,POI1,6569.83469131686
11831,Mississauga,CA,ON,4935308,POI3,526030.0787440059
11832,Thunder Bay,CA,ON,4935772,POI3,1231655.7042597486
11833,Calgary,CA,AB,4938803,POI1,288884.2493832132
11834,Calgary,CA,AB,4939379,POI1,282662.8457525783
11835,Stouffville,CA,ON,4952636,POI3,480890.1755246405
11836,Rocky Mountain House,CA,AB,4960362,POI1,160579.6124212135
11837,North York,CA,ON,4966820,POI3,496611.8252376492
11838,Toronto,CA,ON,4970207,POI3,491822.26737342065
11839,Sainte-Foy,CA,QC,4979748,POI3,224565.45711961886
11840,Estevan,CA,SK,5017540,POI1,877496.317639819
11841,Mississauga,CA,ON,5023610,POI3,533924.4976062712
11842,Calgary,CA,AB,5034596,POI1,270384.9425402437
11843,Edmonton,CA,AB,5034784,POI1,14943.991458978902
11844,Toronto,CA,ON,5059973,POI3,504517.6030360573
11845,Guelph,CA,ON,5071047,POI3,569647.7373988971
11846,Edmonton,CA,AB,5083355,POI1,10263.65156696141
11847,Calgary,CA,AB,5083577,POI1,278601.1352634032
11848,Calgary,CA,AB,5092320,POI1,273655.29708635306
11849,Calgary,CA,AB,5092487,POI1,282176.81687851046
11850,Edmonton,CA,AB,5093844,POI1,12098.23037499241
11851,Calgary,CA,AB,5098436,POI1,285180.13822907896
11852,Petrolia,CA,ON,5107634,POI3,767998.8771207362
11853,Burlington,CA,ON,5116479,POI3,551944.2102826621
11854,Powell River,CA,BC,5134576,POI1,849650.0257958194
11855,Lindsay,CA,ON,5160591,POI3,415539.08244511776
11856,Sioux Lookout,CA,ON,5164796,POI3,1457566.7744825347
11857,Dundas,CA,ON,5166665,POI3,568098.2975059361
11858,Brossard,CA,QC,5171797,POI3,9197.935057817098
11859,Barrie,CA,ON,5183838,POI3,502645.50163232646
11860,Ponoka,CA,AB,5188634,POI1,96880.2698319202
11861,Cochrane,CA,AB,5194426,POI1,271065.55241578864
11862,Mississauga,CA,ON,5199020,POI3,526635.6000944439
11863,Edmonton,CA,AB,5219911,POI1,7174.704855255869
11864,Brampton,CA,ON,5231334,POI3,531907.557070946
11865,Québec,CA,QC,5243221,POI3,224858.99031830128
11866,Calgary,CA,AB,5249072,POI1,283526.6400944849
11867,Edmonton,CA,AB,5255877,POI1,4995.261388141958
11868,Plateau-Mont-Royal,CA,QC,5259985,POI3,4754.816417499916
11869,Toronto,CA,ON,5282171,POI3,505723.30228390027
11870,North York,CA,ON,5293376,POI3,500304.7872423422
11871,Niagara Falls,CA,ON,5293857,POI3,516622.15608131373
11872,Calgary,CA,AB,5307218,POI1,277472.3140182742
11873,Brantford,CA,ON,5314160,POI3,590218.9157995646
11874,Calgary,CA,AB,5334579,POI1,279673.63029724156
11875,Toronto,CA,ON,5350318,POI3,504464.46273194544
11876,Ottawa,CA,ON,5351152,POI3,168004.61423561472
11877,Cochrane,CA,AB,5352974,POI1,271065.55241578864
11878,Ajax,CA,ON,5357790,POI3,468299.52157372556
11879,Toronto,CA,ON,5369605,POI3,510625.5508028279
11880,Toronto,CA,ON,5374037,POI3,507590.1725237497
11881,Fort Mcmurray,CA,AB,5383343,POI1,377948.48191731
11882,Halifax,CA,NS,5384937,POI4,70597.65451888512
11883,Toronto,CA,ON,5393364,POI3,505672.1678149146
11884,Calgary,CA,AB,5398333,POI1,279823.2450880281
11885,Kitchener,CA,ON,5413255,POI3,594218.3693697602
11886,Scarborough,CA,ON,5415326,POI3,490698.10796860984
11887,North York,CA,ON,5424438,POI3,504384.32733771566
11888,Oakville,CA,ON,5424929,POI3,536874.0990194277
11889,Scarborough,CA,ON,5437394,POI3,493780.7246607275
11890,London,CA,ON,5453431,POI3,668899.5125949485
11891,Oakville,CA,ON,5487809,POI3,536138.537986898
11892,Saskatoon,CA,SK,5490091,POI1,485755.0036355773
11893,Calgary,CA,AB,5491573,POI1,275840.6643288327
11894,Winnipeg,CA,MB,5509893,POI1,1200282.870062363
11895,Calgary,CA,AB,5514976,POI1,298385.48410589225
11896,Red Deer,CA,AB,5524495,POI1,146014.57757351513
11897,Ottawa,CA,ON,5528455,POI3,165750.4721585962
11898,Edmonton,CA,AB,5533154,POI1,16464.56423595347
11899,Edmonton,CA,AB,5537051,POI1,2346.664812205333
11900,Calgary,CA,AB,5542837,POI1,281812.4724438143
11901,Etobicoke,CA,ON,5611982,POI3,516090.3406186901
11902,London,CA,ON,4523561,POI3,675748.1451270318
11903,Fort Mcmurray,CA,AB,4530927,POI1,376791.06618301244
11904,Calgary,CA,AB,4538577,POI1,273995.5596017708
11905,Ardrossan,CA,AB,4558865,POI1,23287.86589960173
11906,Halifax,CA,NS,4579196,POI4,69892.52876225456
11907,Kitchener,CA,ON,4581634,POI3,596116.589754629
11908,Fort Mcmurray,CA,AB,4587094,POI1,375801.758499996
11909,Springbrook,CA,ON,4597851,POI3,535898.509647582
11910,Calgary,CA,AB,4598388,POI1,288884.2493832132
11911,Toronto,CA,ON,4607928,POI3,505872.9415325946
11912,Montréal,CA,QC,4611866,POI3,6321.089523514633
11913,Edmonton,CA,AB,4628856,POI1,5416.846823606217
11914,Toronto,CA,ON,4647103,POI3,507174.9434252782
11915,Calgary,CA,AB,4670925,POI1,279644.62855324126
11916,Red Deer,CA,AB,4676463,POI1,143940.1668960184
11917,Calgary,CA,AB,4682540,POI1,292345.8066036235
11918,Kitchener,CA,ON,4712900,POI3,597378.7433319631
11919,Calgary,CA,AB,4713565,POI1,270384.9425402437
11920,Winnipeg,CA,MB,4719472,POI1,1186010.9851361248
11921,St. John's,CA,NL,4733560,POI4,849654.5947742278
11922,Calgary,CA,AB,4736788,POI1,288884.2493832132
11923,Calgary,CA,AB,4738131,POI1,292192.62537284254
11924,Calgary,CA,AB,4766613,POI1,281000.90732290887
11925,Burlington,CA,ON,4771741,POI3,551944.2102826621
11926,Sherwood Park,CA,AB,4785390,POI1,15629.890824899026
11927,Toronto,CA,ON,4790199,POI3,503968.9777456062
11928,Calgary,CA,AB,4793167,POI1,300724.48533488327
11929,Richmond Hill,CA,ON,4793851,POI3,498563.62463267625
11930,Toronto,CA,ON,4795911,POI3,504464.46273194544
11931,Moose Jaw,CA,SK,4805279,POI1,647584.2133700326
11932,Edmonton,CA,AB,4824821,POI1,11870.581298096668
11933,Toronto,CA,ON,4869892,POI3,503727.5302843575
11934,Calgary,CA,AB,4878886,POI1,274089.2210802178
11935,East York,CA,ON,4912346,POI3,497052.25919249014
11936,Saskatoon,CA,SK,4924404,POI1,484581.12395504524
11937,Campbell River,CA,BC,4928872,POI1,899421.0998812151
11938,Markham,CA,ON,4946170,POI3,492728.2262102035
11939,York,CA,ON,4947379,POI3,511201.67120178713
11940,Etobicoke,CA,ON,4972539,POI3,514239.3004205554
11941,Montréal,CA,QC,5000402,POI3,3267.4098405251807
11942,Burlington,CA,ON,5001466,POI3,551944.2102826621
11943,Edmonton,CA,AB,5003617,POI1,7487.821409365292
11944,Etobicoke,CA,ON,5005654,POI3,517444.7312539897
11945,Scarborough,CA,ON,5009599,POI3,487717.6032837721
11946,Scarborough,CA,ON,5019160,POI3,495437.5044956918
11947,Montreal,CA,QC,5054763,POI3,15658.667744762986
11948,Beloeil,CA,QC,5065916,POI3,29578.371071654736
11949,Edmonton,CA,AB,5083980,POI1,11787.141911666764
11950,Edmonton,CA,AB,5098536,POI1,11330.156949198372
11951,Milton,CA,ON,5108291,POI3,547877.2685732964
11952,Mississauga,CA,ON,5113707,POI3,528933.7177796273
11953,Toronto,CA,ON,5118925,POI3,507174.9434252782
11954,Lacombe,CA,AB,5136300,POI1,120904.80095535323
11955,Calgary,CA,AB,5148441,POI1,279464.90023715154
11956,Montréal,CA,QC,5149445,POI3,2205.0525655979204
11957,Brampton,CA,ON,5151695,POI3,527226.9610311746
11958,Surrey,CA,BC,5158247,POI1,806866.638156337
11959,High River,CA,AB,5158692,POI1,324136.5022050516
11960,Edmonton,CA,AB,5166007,POI1,8318.74456983267
11961,North York,CA,ON,5179114,POI3,501817.6249340187
11962,Ottawa,CA,ON,5181373,POI3,166065.71516617577
11963,Mississauga,CA,ON,5201228,POI3,521282.0166922336
11964,Mississauga,CA,ON,5204350,POI3,522538.3387371286
11965,Calgary,CA,AB,5210361,POI1,280765.58157069556
11966,Red Deer,CA,AB,5226189,POI1,140597.2837902078
11967,Oshawa,CA,ON,5232007,POI3,455006.90092024853
11968,Fort Erie,CA,ON,5234821,POI3,517354.6461374957
11969,Edmonton,CA,AB,5252744,POI1,11787.141911666764
11970,Calgary,CA,AB,5281194,POI1,297470.6681929653
11971,Calgary,CA,AB,5284070,POI1,267310.14063979866
11972,Ottawa,CA,ON,5293208,POI3,166623.37254878855
11973,Saskatoon,CA,SK,5314510,POI1,480734.4500350777
11974,York,CA,ON,5336453,POI3,509851.9486796144
11975,Calgary,CA,AB,5342438,POI1,290326.4813685335
11976,Beaumont,CA,AB,5362336,POI1,21504.142567517858
11977,Scarborough,CA,ON,5374363,POI3,490165.8492488898
11978,Regina,CA,SK,5385038,POI1,694116.3354070237
11979,Ottawa,CA,ON,5396468,POI3,165918.97773540515
11980,Calgary,CA,AB,5407043,POI1,279515.93920420366
11981,Ottawa,CA,ON,5418207,POI3,160614.0594730807
11982,Red Deer,CA,AB,5446782,POI1,141140.31295906223
11983,Calgary,CA,AB,5455406,POI1,281827.9602381364
11984,Richmond Hill,CA,ON,5462425,POI3,497903.65333346947
11985,Nepean,CA,ON,5462821,POI3,173138.74570015035
11986,North York,CA,ON,5503717,POI3,504384.32733771566
11987,Newmarket,CA,ON,5509572,POI3,492354.4973888291
11988,Calgary,CA,AB,5515639,POI1,281300.4739258206
11989,Calgary,CA,AB,5519834,POI1,279644.62855324126
11990,Sydney,CA,NS,5520976,POI4,258990.94079564261
11991,Edmonton,CA,AB,5522430,POI1,723.1998215635728
11992,Edmonton,CA,AB,5533367,POI1,11151.614449630859
11993,Winnipeg,CA,MB,5542660,POI1,1193785.477899911
11994,Strathmore,CA,AB,5573301,POI1,286057.50795003556
11995,Barrie,CA,ON,5576899,POI3,499409.34047085105
11996,Niagara Falls,CA,ON,5612392,POI3,518030.8220232831
11997,London,CA,ON,4517809,POI3,671353.2920706137
11998,Cambridge,CA,ON,4521780,POI3,586125.0758351708
11999,Orillia,CA,ON,4564395,POI3,470545.08632024797
12000,Toronto,CA,ON,4586164,POI3,501608.5394353158
12001,Sydney,CA,NS,4586647,POI4,257940.6060309254
12002,Toronto,CA,ON,4587940,POI3,505653.89120522985
12003,Regina,CA,SK,4590763,POI1,697178.731938763
12004,Barrie,CA,ON,4592288,POI3,502645.50163232646
12005,Calgary,CA,AB,4593399,POI1,281481.8253372229
12006,Surrey,CA,BC,4607727,POI1,813283.0156661517
12007,Winnipeg,CA,MB,4629238,POI1,1194337.0317767444
12008,Edmonton,CA,AB,4630441,POI1,13023.18668338708
12009,Fort Erie,CA,ON,4636637,POI3,517354.6461374957
12010,Saint-Laurent,CA,QC,4653881,POI3,7933.701916674226
12011,Calgary,CA,AB,4663176,POI1,288884.2493832132
12012,Edmonton,CA,AB,4669157,POI1,10196.183891563853
12013,Calgary,CA,AB,4674990,POI1,290063.4590592601
12014,Montréal,CA,QC,4679589,POI3,5191.104778261954
12015,Calgary,CA,AB,4719526,POI1,282497.3381576687
12016,Barrie,CA,ON,4728607,POI3,502645.50163232646
12017,Nicolet,CA,QC,4741293,POI3,108119.79860185098
12018,St. John's,CA,NL,4762029,POI4,842936.1307231328
12019,Edmonton,CA,AB,4765895,POI1,8318.74456983267
12020,Cambridge,CA,ON,4796321,POI3,586125.0758351708
12021,Calgary,CA,AB,4814690,POI1,275840.6643288327
12022,Toronto,CA,ON,4815169,POI3,505485.4524898254
12023,Edmonton,CA,AB,4834616,POI1,9703.411123205888
12024,Toronto,CA,ON,4853057,POI3,515571.300061879
12025,Rosemont,CA,QC,4860261,POI3,3851.527641920691
12026,Calgary,CA,AB,4862045,POI1,296199.8957494046
12027,Calgary,CA,AB,4872143,POI1,293926.1337743076
12028,Calgary,CA,AB,4873194,POI1,272730.9273295543
12029,Richmond Hill,CA,ON,4875366,POI3,498563.62463267625
12030,Brampton,CA,ON,4884047,POI3,535855.0502602361
12031,Markham,CA,ON,4895796,POI3,491296.0298037255
12032,Innisfail,CA,AB,4904731,POI1,171803.1605985929
12033,Mississauga,CA,ON,4926114,POI3,529966.9893106163
12034,Longueuil,CA,QC,4926914,POI3,8670.463261307747
12035,Brantford,CA,ON,4940339,POI3,593511.2494496506
12036,Markham,CA,ON,4944141,POI3,489251.85273734835
12037,Toronto,CA,ON,4946468,POI3,502799.30670223304
12038,Red Deer County,CA,AB,4951102,POI1,146023.77113179397
12039,Richmond,CA,BC,4952869,POI1,827809.1846487001
12040,Red Deer,CA,AB,4960280,POI1,145684.1960422872
12041,Ottawa,CA,ON,4965697,POI3,166041.5291541109
12042,Calgary,CA,AB,4968697,POI1,272074.4469756266
12043,Edmonton,CA,AB,4969450,POI1,11550.220045348324
12044,Oakville,CA,ON,4978936,POI3,537089.1962844749
12045,Edmonton,CA,AB,4998087,POI1,6733.745335089952
12046,Laird,CA,SK,5002001,POI1,465939.2793549249
12047,York,CA,ON,5009357,POI3,512373.0909895646
12048,Newmarket,CA,ON,5015871,POI3,494323.4320347607
12049,Brampton,CA,ON,5023248,POI3,531603.3937092734
12050,Langley,CA,BC,5053612,POI1,805317.4413512632
12051,Toronto,CA,ON,5056438,POI3,507174.9434252782
12052,Calgary,CA,AB,5060797,POI1,275933.48893099936
12053,Brampton,CA,ON,5063367,POI3,530973.4514060568
12054,Toronto,CA,ON,5068707,POI3,507174.9434252782
12055,Edmonton,CA,AB,5082175,POI1,11787.141911666764
12056,Dundas,CA,ON,5096570,POI3,566077.1521060151
12057,Mississauga,CA,ON,5110543,POI3,528504.6202081767
12058,Calgary,CA,AB,5139470,POI1,272730.9273295543
12059,Toronto,CA,ON,5140479,POI3,507174.9434252782
12060,Lindsay,CA,ON,5160426,POI3,415539.08244511776
12061,Toronto,CA,ON,5163913,POI3,501608.5394353158
12062,Ottawa,CA,ON,5165278,POI3,174044.27535119024
12063,Calgary,CA,AB,5170692,POI1,277472.3140182742
12064,Toronto,CA,ON,5187575,POI3,512524.02697818406
12065,Montréal,CA,QC,5192605,POI3,8911.23130000227
12066,Grande Prairie,CA,AB,5210741,POI1,396448.7548922689
12067,Edmonton,CA,AB,5213595,POI1,723.1998215635728
12068,Calgary,CA,AB,5222170,POI1,279140.7597918663
12069,Edmonton,CA,AB,5240632,POI1,6522.728521702368
12070,Edmonton,CA,AB,5247218,POI1,12983.199795927416
12071,Wood Buffalo,CA,AB,5252882,POI1,379685.7835689523
12072,Edmonton,CA,AB,5270890,POI1,1034.3902455356108
12073,Wetaskiwin,CA,AB,5276235,POI1,65687.15878091278
12074,Ponoka,CA,AB,5293055,POI1,96880.2698319202
12075,Lethbridge,CA,AB,5296709,POI1,428816.30498825654
12076,Regina,CA,SK,5306141,POI1,699062.4220173472
12077,Alliston,CA,ON,5325840,POI3,518709.4549934094
12078,Québec,CA,QC,5329418,POI3,227839.71574449158
12079,Cambridge,CA,ON,5348359,POI3,586982.4485156839
12080,Saskatoon,CA,SK,5360071,POI1,480734.4500350777
12081,Mississauga,CA,ON,5365364,POI3,535377.5862489444
12082,Saskatoon,CA,SK,5369924,POI1,484317.0165887869
12083,Red Deer,CA,AB,5377886,POI1,139004.06437573742
12084,Thornhill,CA,ON,5398100,POI3,496349.22110135347
12085,Regina,CA,SK,5418135,POI1,696171.9701442592
12086,Calgary,CA,AB,5427712,POI1,274993.03980630334
12087,Niagara Falls,CA,ON,5439901,POI3,516622.15608131373
12088,Toronto,CA,ON,5443588,POI3,507174.9434252782
12089,Toronto,CA,ON,5446111,POI3,503727.5302843575
12090,North Bay,CA,ON,5460789,POI3,463857.35599513183
12091,Toronto,CA,ON,5464387,POI3,491822.26737342065
12092,Calgary,CA,AB,5485841,POI1,272074.4469756266
12093,Norquay,CA,SK,5501175,POI1,786542.6794775791
12094,Winnipeg,CA,MB,5518298,POI1,1193938.212693054
12095,University Endowment Area,CA,BC,5531825,POI1,826942.8361235308
12096,Lethbridge,CA,AB,5540066,POI1,431843.6242697141
12097,Nanaimo,CA,BC,5562342,POI1,873726.1953241159
12098,Quesnel,CA,BC,5566448,POI1,602199.5118829231
12099,Calgary,CA,AB,5566871,POI1,269507.3953008765
